Matrix_id	Gene_id	Species	Method	Datasource	Datasource_ID
MP00055	AT5G04760	Arabidopsis thaliana	PBM	PMID:25215497	M1336_1.02
MP00056	AT5G05090	Arabidopsis thaliana	PBM	PMID:25215497	M1337_1.02
MP00057	AT5G58080	Arabidopsis thaliana	PBM	PMID:25215497	M1345_1.02
MP00058	AT1G61110	Arabidopsis thaliana	PBM	PMID:25215497	M1400_1.02
MP00059	AT5G04410	Arabidopsis thaliana	PBM	PMID:25215497	M1404_1.02
MP00060	AT3G60030	Arabidopsis thaliana	PBM	PMID:25215497	M1566_1.02
MP00061	AT4G00270	Arabidopsis thaliana	PBM	PMID:25215497	M1620_1.02
MP00062	AT3G15030	Arabidopsis thaliana	PBM	PMID:25215497	M1646_1.02
MP00063	AT4G18390	Arabidopsis thaliana	PBM	PMID:25215497	M1648_1.02
MP00064	AT5G51910	Arabidopsis thaliana	PBM	PMID:25215497	M1649_1.02
MP00065	AT5G60970	Arabidopsis thaliana	PBM	PMID:25215497	M1650_1.02
MP00066	AT1G66600	Arabidopsis thaliana	PBM	PMID:25215497	M1679_1.02
MP00067	AT1G69310	Arabidopsis thaliana	PBM	PMID:25215497	M1680_1.02
MP00068	AT2G25000	Arabidopsis thaliana	PBM	PMID:25215497	M1684_1.02
MP00069	AT2G47260	Arabidopsis thaliana	PBM	PMID:25215497	M1689_1.02
MP00070	AT5G01900	Arabidopsis thaliana	PBM	PMID:25215497	M1695_1.02
MP00071	AT5G56270	Arabidopsis thaliana	PBM	PMID:25215497	M1701_1.02
MP00072	AT4G31920	Arabidopsis thaliana	SELEX	PMID:26531826	MA0121.1
MP00073	AT1G19350	Arabidopsis thaliana	ChIP-chip	PMID:26531826	MA0549.1
MP00074	AT2G20180	Arabidopsis thaliana	ChIP-chip	PMID:26531826	MA0552.1
MP00075	AT3G54990	Arabidopsis thaliana	ChIP-chip	PMID:26531826	MA0553.1
MP00076	AT2G45660	Arabidopsis thaliana	ChIP-chip	PMID:26531826	MA0554.1
MP00077	AT3G54340	Arabidopsis thaliana	ChIP-seq	PMID:26531826	MA0556.1
MP00078	AT3G22170	Arabidopsis thaliana	ChIP-seq	PMID:26531826	MA0557.1
MP00079	AT5G10140	Arabidopsis thaliana	ChIP-seq	PMID:26531826	MA0558.1
MP00080	AT5G20240	Arabidopsis thaliana	ChIP-seq	PMID:26531826	MA0559.1
MP00081	AT1G09530	Arabidopsis thaliana	ChIP-seq	PMID:26531826	MA0560.1
MP00082	AT3G59060	Arabidopsis thaliana	ChIP-seq	PMID:26531826	MA0562.1
MP00083	AT3G24650	Arabidopsis thaliana	PBM	PMID:26531826	MA0564.1
MP00084	AT1G32640	Arabidopsis thaliana	PBM	PMID:26531826	MA0566.1
MP00085	AT5G46760	Arabidopsis thaliana	PBM	PMID:26531826	MA0568.1
MP00086	AT4G17880	Arabidopsis thaliana	PBM	PMID:26531826	MA0569.1
MP00087	AT1G49720	Arabidopsis thaliana	SELEX	PMID:26531826	MA0570.1
MP00088	AT4G37750	Arabidopsis thaliana	SELEX	PMID:26531826	MA0571.1
MP00089	AT3G49690	Arabidopsis thaliana	SELEX	PMID:26531826	MA0576.1
MP00090	AT1G02065	Arabidopsis thaliana	SELEX	PMID:26531826	MA0578.1
MP00091	AT4G21330	Arabidopsis thaliana	SELEX	PMID:26531826	MA0580.1
MP00092	AT5G15800	Arabidopsis thaliana	SELEX	PMID:26531826	MA0584.1
MP00093	AT3G58780	Arabidopsis thaliana	SELEX	PMID:26531826	MA0585.1
MP00094	AT2G04880	Arabidopsis thaliana	SELEX	PMID:26531826	MA0589.1
MP00095	AT5G61850	Arabidopsis thaliana	SELEX	PMID:26531826	MA0590.1
MP00096	AT1G69120	Arabidopsis thaliana	ChIP-seq	PMID:26531826	MA0940.1
MP00097	AT1G59750	Arabidopsis thaliana	PBM	PMID:26531826	MA0942.1
MP00098	AT2G01760	Arabidopsis thaliana	PBM	PMID:26531826	MA0947.1
MP00099	AT4G16430	Arabidopsis thaliana	PBM	PMID:26531826	MA0957.1
MP00100	AT1G01260	Arabidopsis thaliana	PBM	PMID:26531826	MA0958.1
MP00101	AT2G46510	Arabidopsis thaliana	PBM	PMID:26531826	MA0959.1
MP00102	AT4G14410	Arabidopsis thaliana	PBM	PMID:26531826	MA0960.1
MP00103	AT2G46830	Arabidopsis thaliana	PBM	PMID:26531826	MA0972.1
MP00104	AT1G63030	Arabidopsis thaliana	PBM	PMID:26531826	MA0978.1
MP00105	AT1G77080	Arabidopsis thaliana	ChIP-seq	PMID:26531826	MA1012.1
MP00106	AT2G18300	Arabidopsis thaliana	PBM	PMID:26531826	MA1025.1
MP00107	AT5G42630	Arabidopsis thaliana	PBM	PMID:26531826	MA1028.1
MP00108	AT4G35580	Arabidopsis thaliana	PBM	PMID:26531826	MA1046.1
MP00109	AT3G16770	Arabidopsis thaliana	PBM	PMID:26531826	MA1051.1
MP00110	AT2G18380	Arabidopsis thaliana	ampDAP	PMID:27203113	AT2G18380
MP00111	AT2G20400	Arabidopsis thaliana	ampDAP	PMID:27203113	AT2G20400
MP00112	AT2G46400	Arabidopsis thaliana	ampDAP	PMID:27203113	AT2G46400
MP00113	AT3G12130	Arabidopsis thaliana	ampDAP	PMID:27203113	AT3G12130
MP00114	AT3G61250	Arabidopsis thaliana	ampDAP	PMID:27203113	AT3G61250
MP00115	AT4G01720	Arabidopsis thaliana	ampDAP	PMID:27203113	AT4G01720
MP00116	AT4G21040	Arabidopsis thaliana	ampDAP	PMID:27203113	AT4G21040
MP00117	AT5G11260	Arabidopsis thaliana	ampDAP	PMID:27203113	AT5G11260
MP00118	AT5G67450	Arabidopsis thaliana	ampDAP	PMID:27203113	AT5G67450
MP00119	AT1G01060	Arabidopsis thaliana	DAP	PMID:27203113	AT1G01060
MP00120	AT1G01250	Arabidopsis thaliana	DAP	PMID:27203113	AT1G01250
MP00121	AT1G01720	Arabidopsis thaliana	DAP	PMID:27203113	AT1G01720
MP00122	AT1G02230	Arabidopsis thaliana	DAP	PMID:27203113	AT1G02230
MP00123	AT1G02250	Arabidopsis thaliana	DAP	PMID:27203113	AT1G02250
MP00124	AT1G03800	Arabidopsis thaliana	DAP	PMID:27203113	AT1G03800
MP00125	AT1G03840	Arabidopsis thaliana	DAP	PMID:27203113	AT1G03840
MP00126	AT1G06070	Arabidopsis thaliana	DAP	PMID:27203113	AT1G06070
MP00127	AT1G06180	Arabidopsis thaliana	DAP	PMID:27203113	AT1G06180
MP00128	AT1G06280	Arabidopsis thaliana	DAP	PMID:27203113	AT1G06280
MP00129	AT1G06850	Arabidopsis thaliana	DAP	PMID:27203113	AT1G06850
MP00130	AT1G08010	Arabidopsis thaliana	DAP	PMID:27203113	AT1G08010
MP00131	AT1G08320	Arabidopsis thaliana	DAP	PMID:27203113	AT1G08320
MP00132	AT1G08810	Arabidopsis thaliana	DAP	PMID:27203113	AT1G08810
MP00133	AT1G09030	Arabidopsis thaliana	DAP	PMID:27203113	AT1G09030
MP00134	AT1G09540	Arabidopsis thaliana	DAP	PMID:27203113	AT1G09540
MP00135	AT1G10120	Arabidopsis thaliana	DAP	PMID:27203113	AT1G10120
MP00136	AT1G12260	Arabidopsis thaliana	DAP	PMID:27203113	AT1G12260
MP00137	AT1G12610	Arabidopsis thaliana	DAP	PMID:27203113	AT1G12610
MP00138	AT1G12630	Arabidopsis thaliana	DAP	PMID:27203113	AT1G12630
MP00139	AT1G13260	Arabidopsis thaliana	DAP	PMID:27203113	AT1G13260
MP00140	AT1G13300	Arabidopsis thaliana	DAP	PMID:27203113	AT1G13300
MP00141	AT1G13450	Arabidopsis thaliana	DAP	PMID:27203113	AT1G13450
MP00142	AT1G14580	Arabidopsis thaliana	DAP	PMID:27203113	AT1G14580
MP00143	AT1G14687	Arabidopsis thaliana	DAP	PMID:27203113	AT1G14687
MP00144	AT1G16490	Arabidopsis thaliana	DAP	PMID:27203113	AT1G16490
MP00145	AT1G17950	Arabidopsis thaliana	DAP	PMID:27203113	AT1G17950
MP00146	AT1G18330	Arabidopsis thaliana	DAP	PMID:27203113	AT1G18330
MP00147	AT1G18570	Arabidopsis thaliana	DAP	PMID:27203113	AT1G18570
MP00148	AT1G18960	Arabidopsis thaliana	DAP	PMID:27203113	AT1G18960
MP00149	AT1G19000	Arabidopsis thaliana	DAP	PMID:27203113	AT1G19000
MP00150	AT1G19040	Arabidopsis thaliana	DAP	PMID:27203113	AT1G19040
MP00151	AT1G19210	Arabidopsis thaliana	DAP	PMID:27203113	AT1G19210
MP00152	AT1G19790	Arabidopsis thaliana	DAP	PMID:27203113	AT1G19790
MP00153	AT1G19850	Arabidopsis thaliana	DAP	PMID:27203113	AT1G19850
MP00154	AT1G20640	Arabidopsis thaliana	DAP	PMID:27203113	AT1G20640
MP00155	AT1G20980	Arabidopsis thaliana	DAP	PMID:27203113	AT1G20980
MP00156	AT1G21910	Arabidopsis thaliana	DAP	PMID:27203113	AT1G21910
MP00157	AT1G22070	Arabidopsis thaliana	DAP	PMID:27203113	AT1G22070
MP00158	AT1G22810	Arabidopsis thaliana	DAP	PMID:27203113	AT1G22810
MP00159	AT1G25340	Arabidopsis thaliana	DAP	PMID:27203113	AT1G25340
MP00160	AT1G25550	Arabidopsis thaliana	DAP	PMID:27203113	AT1G25550
MP00161	AT1G27360	Arabidopsis thaliana	DAP	PMID:27203113	AT1G27360
MP00162	AT1G27730	Arabidopsis thaliana	DAP	PMID:27203113	AT1G27730
MP00163	AT1G28160	Arabidopsis thaliana	DAP	PMID:27203113	AT1G28160
MP00164	AT1G28370	Arabidopsis thaliana	DAP	PMID:27203113	AT1G28370
MP00165	AT1G28470	Arabidopsis thaliana	DAP	PMID:27203113	AT1G28470
MP00166	AT1G29160	Arabidopsis thaliana	DAP	PMID:27203113	AT1G29160
MP00167	AT1G29280	Arabidopsis thaliana	DAP	PMID:27203113	AT1G29280
MP00168	AT1G29860	Arabidopsis thaliana	DAP	PMID:27203113	AT1G29860
MP00169	AT1G30210	Arabidopsis thaliana	DAP	PMID:27203113	AT1G30210
MP00170	AT1G30490	Arabidopsis thaliana	DAP	PMID:27203113	AT1G30490
MP00171	AT1G30650	Arabidopsis thaliana	DAP	PMID:27203113	AT1G30650
MP00172	AT1G31140	Arabidopsis thaliana	DAP	PMID:27203113	AT1G31140
MP00173	AT1G32150	Arabidopsis thaliana	DAP	PMID:27203113	AT1G32150
MP00174	AT1G32240	Arabidopsis thaliana	DAP	PMID:27203113	AT1G32240
MP00175	AT1G32510	Arabidopsis thaliana	DAP	PMID:27203113	AT1G32510
MP00176	AT1G32870	Arabidopsis thaliana	DAP	PMID:27203113	AT1G32870
MP00177	AT1G33240	Arabidopsis thaliana	DAP	PMID:27203113	AT1G33240
MP00178	AT1G34180	Arabidopsis thaliana	DAP	PMID:27203113	AT1G34180
MP00179	AT1G34190	Arabidopsis thaliana	DAP	PMID:27203113	AT1G34190
MP00180	AT1G34670	Arabidopsis thaliana	DAP	PMID:27203113	AT1G34670
MP00181	AT1G35460	Arabidopsis thaliana	DAP	PMID:27203113	AT1G35460
MP00182	AT1G36060	Arabidopsis thaliana	DAP	PMID:27203113	AT1G36060
MP00183	AT1G43160	Arabidopsis thaliana	DAP	PMID:27203113	AT1G43160
MP00184	AT1G43700	Arabidopsis thaliana	DAP	PMID:27203113	AT1G43700
MP00185	AT1G44830	Arabidopsis thaliana	DAP	PMID:27203113	AT1G44830
MP00186	AT1G45249	Arabidopsis thaliana	DAP	PMID:27203113	AT1G45249
MP00187	AT1G46264	Arabidopsis thaliana	DAP	PMID:27203113	AT1G46264
MP00188	AT1G46768	Arabidopsis thaliana	DAP	PMID:27203113	AT1G46768
MP00189	AT1G47655	Arabidopsis thaliana	DAP	PMID:27203113	AT1G47655
MP00190	AT1G47870	Arabidopsis thaliana	DAP	PMID:27203113	AT1G47870
MP00191	AT1G49010	Arabidopsis thaliana	DAP	PMID:27203113	AT1G49010
MP00192	AT1G49480	Arabidopsis thaliana	DAP	PMID:27203113	AT1G49480
MP00193	AT1G49560	Arabidopsis thaliana	DAP	PMID:27203113	AT1G49560
MP00194	AT1G50640	Arabidopsis thaliana	DAP	PMID:27203113	AT1G50640
MP00195	AT1G51140	Arabidopsis thaliana	DAP	PMID:27203113	AT1G51140
MP00196	AT1G34370	Arabidopsis thaliana	ampDAP	PMID:27203113	AT1G34370
MP00197	AT1G51220	Arabidopsis thaliana	DAP	PMID:27203113	AT1G51220
MP00198	AT1G51600	Arabidopsis thaliana	DAP	PMID:27203113	AT1G51600
MP00199	AT1G51700	Arabidopsis thaliana	DAP	PMID:27203113	AT1G51700
MP00200	AT1G52150	Arabidopsis thaliana	DAP	PMID:27203113	AT1G52150
MP00201	AT1G52880	Arabidopsis thaliana	DAP	PMID:27203113	AT1G52880
MP00202	AT1G53170	Arabidopsis thaliana	DAP	PMID:27203113	AT1G53170
MP00203	AT1G53230	Arabidopsis thaliana	DAP	PMID:27203113	AT1G53230
MP00204	AT1G53910	Arabidopsis thaliana	DAP	PMID:27203113	AT1G53910
MP00205	AT1G54330	Arabidopsis thaliana	DAP	PMID:27203113	AT1G54330
MP00206	AT1G55110	Arabidopsis thaliana	DAP	PMID:27203113	AT1G55110
MP00207	AT1G59640	Arabidopsis thaliana	DAP	PMID:27203113	AT1G59640
MP00208	AT1G60920	Arabidopsis thaliana	DAP	PMID:27203113	AT1G60920
MP00209	AT1G62300	Arabidopsis thaliana	DAP	PMID:27203113	AT1G62300
MP00210	AT1G64620	Arabidopsis thaliana	DAP	PMID:27203113	AT1G64620
MP00211	AT1G65620	Arabidopsis thaliana	DAP	PMID:27203113	AT1G65620
MP00212	AT1G65910	Arabidopsis thaliana	DAP	PMID:27203113	AT1G65910
MP00213	AT1G66370	Arabidopsis thaliana	DAP	PMID:27203113	AT1G66370
MP00214	AT1G66420	Arabidopsis thaliana	DAP	PMID:27203113	AT1G66420
MP00215	AT1G67260	Arabidopsis thaliana	DAP	PMID:27203113	AT1G67260
MP00216	AT1G68320	Arabidopsis thaliana	DAP	PMID:27203113	AT1G68320
MP00217	AT1G68550	Arabidopsis thaliana	DAP	PMID:27203113	AT1G68550
MP00218	AT1G68670	Arabidopsis thaliana	DAP	PMID:27203113	AT1G68670
MP00219	AT1G69010	Arabidopsis thaliana	DAP	PMID:27203113	AT1G69010
MP00220	AT1G69180	Arabidopsis thaliana	DAP	PMID:27203113	AT1G69180
MP00221	AT1G69490	Arabidopsis thaliana	DAP	PMID:27203113	AT1G69490
MP00222	AT1G69560	Arabidopsis thaliana	DAP	PMID:27203113	AT1G69560
MP00223	AT1G69570	Arabidopsis thaliana	DAP	PMID:27203113	AT1G69570
MP00224	AT1G69690	Arabidopsis thaliana	DAP	PMID:27203113	AT1G69690
MP00225	AT1G69780	Arabidopsis thaliana	DAP	PMID:27203113	AT1G69780
MP00226	AT1G70920	Arabidopsis thaliana	DAP	PMID:27203113	AT1G70920
MP00227	AT1G71450	Arabidopsis thaliana	DAP	PMID:27203113	AT1G71450
MP00228	AT1G72010	Arabidopsis thaliana	DAP	PMID:27203113	AT1G72010
MP00229	AT1G72050	Arabidopsis thaliana	DAP	PMID:27203113	AT1G72050
MP00230	AT1G72360	Arabidopsis thaliana	DAP	PMID:27203113	AT1G72360
MP00231	AT1G72740	Arabidopsis thaliana	DAP	PMID:27203113	AT1G72740
MP00232	AT1G73360	Arabidopsis thaliana	DAP	PMID:27203113	AT1G73360
MP00233	AT1G73730	Arabidopsis thaliana	DAP	PMID:27203113	AT1G73730
MP00234	AT1G74480	Arabidopsis thaliana	DAP	PMID:27203113	AT1G74480
MP00235	AT1G74650	Arabidopsis thaliana	DAP	PMID:27203113	AT1G74650
MP00236	AT1G74840	Arabidopsis thaliana	DAP	PMID:27203113	AT1G74840
MP00237	AT1G75080	Arabidopsis thaliana	DAP	PMID:27203113	AT1G75080
MP00238	AT1G75240	Arabidopsis thaliana	DAP	PMID:27203113	AT1G75240
MP00239	AT1G75390	Arabidopsis thaliana	DAP	PMID:27203113	AT1G75390
MP00240	AT1G75490	Arabidopsis thaliana	DAP	PMID:27203113	AT1G75490
MP00241	AT1G76420	Arabidopsis thaliana	DAP	PMID:27203113	AT1G76420
MP00242	AT1G76870	Arabidopsis thaliana	DAP	PMID:27203113	AT1G76870
MP00243	AT1G76880	Arabidopsis thaliana	DAP	PMID:27203113	AT1G76880
MP00244	AT1G76890	Arabidopsis thaliana	DAP	PMID:27203113	AT1G76890
MP00245	AT1G77200	Arabidopsis thaliana	DAP	PMID:27203113	AT1G77200
MP00246	AT1G77640	Arabidopsis thaliana	DAP	PMID:27203113	AT1G77640
MP00247	AT1G77920	Arabidopsis thaliana	DAP	PMID:27203113	AT1G77920
MP00248	AT1G78700	Arabidopsis thaliana	DAP	PMID:27203113	AT1G78700
MP00249	AT1G79180	Arabidopsis thaliana	DAP	PMID:27203113	AT1G79180
MP00250	AT1G79580	Arabidopsis thaliana	DAP	PMID:27203113	AT1G79580
MP00251	AT1G80840	Arabidopsis thaliana	DAP	PMID:27203113	AT1G80840
MP00252	AT2G01060	Arabidopsis thaliana	DAP	PMID:27203113	AT2G01060
MP00253	AT2G01930	Arabidopsis thaliana	DAP	PMID:27203113	AT2G01930
MP00254	AT2G01940	Arabidopsis thaliana	DAP	PMID:27203113	AT2G01940
MP00255	AT2G02070	Arabidopsis thaliana	DAP	PMID:27203113	AT2G02070
MP00256	AT2G02080	Arabidopsis thaliana	DAP	PMID:27203113	AT2G02080
MP00257	AT2G02450	Arabidopsis thaliana	DAP	PMID:27203113	AT2G02450
MP00258	AT2G02540	Arabidopsis thaliana	DAP	PMID:27203113	AT2G02540
MP00259	AT2G02820	Arabidopsis thaliana	DAP	PMID:27203113	AT2G02820
MP00260	AT2G03340	Arabidopsis thaliana	DAP	PMID:27203113	AT2G03340
MP00261	AT2G03500	Arabidopsis thaliana	DAP	PMID:27203113	AT2G03500
MP00262	AT2G04038	Arabidopsis thaliana	DAP	PMID:27203113	AT2G04038
MP00263	AT2G06200	Arabidopsis thaliana	DAP	PMID:27203113	AT2G06200
MP00264	AT2G15740	Arabidopsis thaliana	DAP	PMID:27203113	AT2G15740
MP00265	AT2G17950	Arabidopsis thaliana	DAP	PMID:27203113	AT2G17950
MP00266	AT2G18060	Arabidopsis thaliana	DAP	PMID:27203113	AT2G18060
MP00267	AT2G18160	Arabidopsis thaliana	DAP	PMID:27203113	AT2G18160
MP00268	AT2G18350	Arabidopsis thaliana	DAP	PMID:27203113	AT2G18350
MP00269	AT2G20110	Arabidopsis thaliana	DAP	PMID:27203113	AT2G20110
MP00270	AT2G21900	Arabidopsis thaliana	DAP	PMID:27203113	AT2G21900
MP00271	AT2G22430	Arabidopsis thaliana	DAP	PMID:27203113	AT2G22430
MP00272	AT2G22540	Arabidopsis thaliana	DAP	PMID:27203113	AT2G22540
MP00273	AT2G22750	Arabidopsis thaliana	DAP	PMID:27203113	AT2G22750
MP00274	AT2G23290	Arabidopsis thaliana	DAP	PMID:27203113	AT2G23290
MP00275	AT2G23320	Arabidopsis thaliana	DAP	PMID:27203113	AT2G23320
MP00276	AT2G23340	Arabidopsis thaliana	DAP	PMID:27203113	AT2G23340
MP00277	AT2G24430	Arabidopsis thaliana	DAP	PMID:27203113	AT2G24430
MP00278	AT2G24570	Arabidopsis thaliana	DAP	PMID:27203113	AT2G24570
MP00279	AT2G26960	Arabidopsis thaliana	DAP	PMID:27203113	AT2G26960
MP00280	AT2G27300	Arabidopsis thaliana	DAP	PMID:27203113	AT2G27300
MP00281	AT2G28810	Arabidopsis thaliana	DAP	PMID:27203113	AT2G28810
MP00282	AT2G30250	Arabidopsis thaliana	DAP	PMID:27203113	AT2G30250
MP00283	AT2G30340	Arabidopsis thaliana	DAP	PMID:27203113	AT2G30340
MP00284	AT2G30590	Arabidopsis thaliana	DAP	PMID:27203113	AT2G30590
MP00285	AT2G31220	Arabidopsis thaliana	DAP	PMID:27203113	AT2G31220
MP00286	AT2G31230	Arabidopsis thaliana	DAP	PMID:27203113	AT2G31230
MP00287	AT2G32460	Arabidopsis thaliana	DAP	PMID:27203113	AT2G32460
MP00288	AT2G33550	Arabidopsis thaliana	DAP	PMID:27203113	AT2G33550
MP00289	AT2G33710	Arabidopsis thaliana	DAP	PMID:27203113	AT2G33710
MP00290	AT2G33810	Arabidopsis thaliana	DAP	PMID:27203113	AT2G33810
MP00291	AT2G35530	Arabidopsis thaliana	DAP	PMID:27203113	AT2G35530
MP00292	AT2G35700	Arabidopsis thaliana	DAP	PMID:27203113	AT2G35700
MP00293	AT2G36010	Arabidopsis thaliana	DAP	PMID:27203113	AT2G36010
MP00294	AT2G36270	Arabidopsis thaliana	DAP	PMID:27203113	AT2G36270
MP00295	AT2G37590	Arabidopsis thaliana	DAP	PMID:27203113	AT2G37590
MP00296	AT2G38090	Arabidopsis thaliana	DAP	PMID:27203113	AT2G38090
MP00297	AT2G38300	Arabidopsis thaliana	DAP	PMID:27203113	AT2G38300
MP00298	AT2G38340	Arabidopsis thaliana	DAP	PMID:27203113	AT2G38340
MP00299	AT2G38470	Arabidopsis thaliana	DAP	PMID:27203113	AT2G38470
MP00300	AT2G38880	Arabidopsis thaliana	DAP	PMID:27203113	AT2G38880
MP00301	AT2G40260	Arabidopsis thaliana	DAP	PMID:27203113	AT2G40260
MP00302	AT2G40340	Arabidopsis thaliana	DAP	PMID:27203113	AT2G40340
MP00303	AT2G40620	Arabidopsis thaliana	DAP	PMID:27203113	AT2G40620
MP00304	AT2G40740	Arabidopsis thaliana	DAP	PMID:27203113	AT2G40740
MP00305	AT2G41690	Arabidopsis thaliana	DAP	PMID:27203113	AT2G41690
MP00306	AT2G41835	Arabidopsis thaliana	DAP	PMID:27203113	AT2G41835
MP00307	AT2G42200	Arabidopsis thaliana	DAP	PMID:27203113	AT2G42200
MP00308	AT2G42280	Arabidopsis thaliana	DAP	PMID:27203113	AT2G42280
MP00309	AT2G42430	Arabidopsis thaliana	DAP	PMID:27203113	AT2G42430
MP00310	AT2G43000	Arabidopsis thaliana	DAP	PMID:27203113	AT2G43000
MP00311	AT2G44840	Arabidopsis thaliana	DAP	PMID:27203113	AT2G44840
MP00312	AT2G44940	Arabidopsis thaliana	DAP	PMID:27203113	AT2G44940
MP00313	AT2G45410	Arabidopsis thaliana	DAP	PMID:27203113	AT2G45410
MP00314	AT2G45420	Arabidopsis thaliana	DAP	PMID:27203113	AT2G45420
MP00315	AT2G45650	Arabidopsis thaliana	DAP	PMID:27203113	AT2G45650
MP00316	AT2G45680	Arabidopsis thaliana	DAP	PMID:27203113	AT2G45680
MP00317	AT2G46130	Arabidopsis thaliana	DAP	PMID:27203113	AT2G46130
MP00318	AT2G46270	Arabidopsis thaliana	DAP	PMID:27203113	AT2G46270
MP00319	AT2G46590	Arabidopsis thaliana	DAP	PMID:27203113	AT2G46590
MP00320	AT2G46680	Arabidopsis thaliana	DAP	PMID:27203113	AT2G46680
MP00321	AT2G46770	Arabidopsis thaliana	DAP	PMID:27203113	AT2G46770
MP00322	AT3G01220	Arabidopsis thaliana	DAP	PMID:27203113	AT3G01220
MP00323	AT3G01470	Arabidopsis thaliana	DAP	PMID:27203113	AT3G01470
MP00324	AT3G01530	Arabidopsis thaliana	DAP	PMID:27203113	AT3G01530
MP00325	AT3G01970	Arabidopsis thaliana	DAP	PMID:27203113	AT3G01970
MP00326	AT3G02150	Arabidopsis thaliana	DAP	PMID:27203113	AT3G02150
MP00327	AT3G02940	Arabidopsis thaliana	DAP	PMID:27203113	AT3G02940
MP00328	AT3G02990	Arabidopsis thaliana	DAP	PMID:27203113	AT3G02990
MP00329	AT3G03200	Arabidopsis thaliana	DAP	PMID:27203113	AT3G03200
MP00330	AT3G03660	Arabidopsis thaliana	DAP	PMID:27203113	AT3G03660
MP00331	AT3G04030	Arabidopsis thaliana	DAP	PMID:27203113	AT3G04030
MP00332	AT3G04060	Arabidopsis thaliana	DAP	PMID:27203113	AT3G04060
MP00333	AT3G04070	Arabidopsis thaliana	DAP	PMID:27203113	AT3G04070
MP00334	AT3G06490	Arabidopsis thaliana	DAP	PMID:27203113	AT3G06490
MP00335	AT3G06740	Arabidopsis thaliana	DAP	PMID:27203113	AT3G06740
MP00336	AT3G08500	Arabidopsis thaliana	DAP	PMID:27203113	AT3G08500
MP00337	AT3G09230	Arabidopsis thaliana	DAP	PMID:27203113	AT3G09230
MP00338	AT3G09600	Arabidopsis thaliana	DAP	PMID:27203113	AT3G09600
MP00339	AT3G09735	Arabidopsis thaliana	DAP	PMID:27203113	AT3G09735
MP00340	AT3G10030	Arabidopsis thaliana	DAP	PMID:27203113	AT3G10030
MP00341	AT3G10113	Arabidopsis thaliana	DAP	PMID:27203113	AT3G10113
MP00342	AT3G10480	Arabidopsis thaliana	DAP	PMID:27203113	AT3G10480
MP00343	AT3G10500	Arabidopsis thaliana	DAP	PMID:27203113	AT3G10500
MP00344	AT3G10580	Arabidopsis thaliana	DAP	PMID:27203113	AT3G10580
MP00345	AT3G10800	Arabidopsis thaliana	DAP	PMID:27203113	AT3G10800
MP00346	AT3G11020	Arabidopsis thaliana	DAP	PMID:27203113	AT3G11020
MP00347	AT3G11280	Arabidopsis thaliana	DAP	PMID:27203113	AT3G11280
MP00348	AT3G11440	Arabidopsis thaliana	DAP	PMID:27203113	AT3G11440
MP00349	AT3G12250	Arabidopsis thaliana	DAP	PMID:27203113	AT3G12250
MP00350	AT3G12720	Arabidopsis thaliana	DAP	PMID:27203113	AT3G12720
MP00351	AT3G12730	Arabidopsis thaliana	DAP	PMID:27203113	AT3G12730
MP00352	AT3G12820	Arabidopsis thaliana	DAP	PMID:27203113	AT3G12820
MP00353	AT3G12910	Arabidopsis thaliana	DAP	PMID:27203113	AT3G12910
MP00354	AT3G13040	Arabidopsis thaliana	DAP	PMID:27203113	AT3G13040
MP00355	AT3G13810	Arabidopsis thaliana	DAP	PMID:27203113	AT3G13810
MP00356	AT3G14180	Arabidopsis thaliana	DAP	PMID:27203113	AT3G14180
MP00357	AT3G15170	Arabidopsis thaliana	DAP	PMID:27203113	AT3G15170
MP00358	AT3G15210	Arabidopsis thaliana	DAP	PMID:27203113	AT3G15210
MP00359	AT3G15270	Arabidopsis thaliana	DAP	PMID:27203113	AT3G15270
MP00360	AT3G15500	Arabidopsis thaliana	DAP	PMID:27203113	AT3G15500
MP00361	AT3G15510	Arabidopsis thaliana	DAP	PMID:27203113	AT3G15510
MP00362	AT3G16280	Arabidopsis thaliana	DAP	PMID:27203113	AT3G16280
MP00363	AT3G17730	Arabidopsis thaliana	DAP	PMID:27203113	AT3G17730
MP00364	AT3G18400	Arabidopsis thaliana	DAP	PMID:27203113	AT3G18400
MP00366	AT3G20310	Arabidopsis thaliana	DAP	PMID:27203113	AT3G20310
MP00367	AT3G20770	Arabidopsis thaliana	DAP	PMID:27203113	AT3G20770
MP00368	AT3G20840	Arabidopsis thaliana	DAP	PMID:27203113	AT3G20840
MP00369	AT3G21175	Arabidopsis thaliana	DAP	PMID:27203113	AT3G21175
MP00370	AT3G22780	Arabidopsis thaliana	DAP	PMID:27203113	AT3G22780
MP00371	AT3G22830	Arabidopsis thaliana	DAP	PMID:27203113	AT3G22830
MP00372	AT3G23210	Arabidopsis thaliana	DAP	PMID:27203113	AT3G23210
MP00373	AT3G23220	Arabidopsis thaliana	DAP	PMID:27203113	AT3G23220
MP00374	AT3G23240	Arabidopsis thaliana	DAP	PMID:27203113	AT3G23240
MP00375	AT3G23250	Arabidopsis thaliana	DAP	PMID:27203113	AT3G23250
MP00376	AT3G23690	Arabidopsis thaliana	DAP	PMID:27203113	AT3G23690
MP00377	AT3G24050	Arabidopsis thaliana	DAP	PMID:27203113	AT3G24050
